626,Gilberto Celestino,OF
627,Jasson Dominguez,OF
628,Greg Deichmann,OF
629,Ka'ai Tom,OF
630,Julio Rodriguez(Sea),OF
631,Jarred Kelenic,OF
632,Taylor Trammell,OF
633,Forrest Wall,OF
634,Pedro Leon,OF
635,Jose Siri,OF
636,Joshua Lowe,OF
637,Heriberto Hernandez,OF
639,Jalen(out/2021) Beeks,SP
640,Freddy Galvis,SS
641,Corey Kluber,SP
642,Andrew Kittredge,SP
643,Shane Baz,SP
644,A.J. Cole,RP
645,Jarren Duran,OF
646,Wilson Ramos,C 
647,Cesar Hernandez,2B
648,Marcus Semien,SS
649,Yairo Munoz,OF
650,Bayron Lora,OF
651,Andrelton Simmons,SS
652,Delino DeShields,OF
653,Carlos Rodon,SP
654,Nelson Cruz,DH
655,James Paxton,SP
656,Jake Odorizzi,SP
657,Robert Puason,SS
658,Cole(round/3/2020/MLB/draft) Wilcox,SP
659,Kike(Enrique) Hernandez,2B
660,Nik Turley,RP
661,Isaiah(round/2/2020/MLB/draft) Greene,OF
662,Garrett Richards,SP
663,Francisco Liriano,RP
664,Kohei Arihara,SP
665,Yoelqui Cespedes,OF
666,Luisangel Acuna,SS
667,Joe Ryan,SP
669,Blaze(round/3/2020/MLB/draft) Jordan,3B
670,Eddie Rosario,OF
671,Keoni Cavaco,SS
673,Matt Shoemaker,SP
674,Hanser Alberto,2B
675,Nick Allen,SS
676,Darren O'Day,RP
677,Jonathan Schoop,2B
678,Chris Archer,SP
679,Rich Hill,SP
681,Ethan Hankins,SP
682,Alex Colome,RP
684,Bo Naylor,C 
685,Jackie Bradley,OF
686,Yusmeiro Petit,RP
687,Marwin Gonzalez,2B
689,Joey Cantillo,SP
690,Brayan Rocchio,2B
691,Mike Foltynewicz,SP
692,Jonathan Lucroy,C 
693,Ben Gamel,OF
694,David Phelps,RP
695,Martin Perez,SP
697,Renato Nunez,1B
698,Cody Thomas,OF
699,Greg Garcia,2B
700,Jed Lowrie,2B
701,Hyeon-Jong Yang,SP
702,Nomar Mazara,OF
703,Joe Panik,2B
705,Alexander Vargas,SS
706,Kevin Maitan,3B
707,Alec Hansen,SP
708,Sergio Romo,RP
709,Hans Crouse,SP
711,Anthony Volpe,SS
712,Nick Decker,OF
713,Durbin Feltman,RP
714,Hirokazu Sawamura,RP
715,Billy Hamilton,OF
716,Mike Fiers,SP
717,Will Benson,OF
718,Andrew Velazquez,SS
719,Greg Jones,SS
721,Norge Vera,SP
722,Wander Javier,SS
723,Oliver Drake,RP
724,Mitch Moreland,1B
725,Trevor Rosenthal,RP
726,Seuly Matias,OF
728,Matt Canterino,SP
730,Ken(injured/out/2021) Giles,RP
731,Edwin Encarnacion,1B
732,Yosver Zulueta,SP
733,Blake Parker,RP
